"Statistic Label","Year","Percentile","Age Group","UNIT","VALUE"
"Annual Change (Weekly Earnings)","2020","65th percentile","60 years and over","%","6.2"
"Annual Change (Weekly Earnings)","2020","70th percentile","15 - 24 years","%","6.2"
"Annual Change (Weekly Earnings)","2020","70th percentile","15 years and over","%","5.3"
"Annual Change (Weekly Earnings)","2020","70th percentile","25 - 29 years","%","5.4"
"Annual Change (Weekly Earnings)","2020","70th percentile","30 - 39 years","%","4.4"
"Annual Change (Weekly Earnings)","2020","70th percentile","40 - 49 years","%","4"
"Annual Change (Weekly Earnings)","2020","70th percentile","50 - 59 years","%","3.7"
"Annual Change (Weekly Earnings)","2020","70th percentile","60 years and over","%","5.2"
"Annual Change (Weekly Earnings)","2020","75th percentile","15 - 24 years","%","5.9"
"Annual Change (Weekly Earnings)","2020","75th percentile","15 years and over","%","5.2"
"Annual Change (Weekly Earnings)","2020","75th percentile","25 - 29 years","%","5.6"
"Annual Change (Weekly Earnings)","2020","75th percentile","30 - 39 years","%","4.4"
"Annual Change (Weekly Earnings)","2020","75th percentile","40 - 49 years","%","3.9"
"Annual Change (Weekly Earnings)","2020","75th percentile","50 - 59 years","%","3.9"
"Annual Change (Weekly Earnings)","2020","75th percentile","60 years and over","%","5.2"
"Annual Change (Weekly Earnings)","2020","80th percentile","15 - 24 years","%","6.4"
"Annual Change (Weekly Earnings)","2020","80th percentile","15 years and over","%","5.2"
"Annual Change (Weekly Earnings)","2020","80th percentile","25 - 29 years","%","5.7"
"Annual Change (Weekly Earnings)","2020","80th percentile","30 - 39 years","%","4.4"
"Annual Change (Weekly Earnings)","2020","80th percentile","40 - 49 years","%","3.9"
"Annual Change (Weekly Earnings)","2020","80th percentile","50 - 59 years","%","4.1"
"Annual Change (Weekly Earnings)","2020","80th percentile","60 years and over","%","5.2"
"Annual Change (Weekly Earnings)","2020","85th percentile","15 - 24 years","%","6.5"
"Annual Change (Weekly Earnings)","2020","85th percentile","15 years and over","%","5.3"
"Annual Change (Weekly Earnings)","2020","85th percentile","25 - 29 years","%","5.9"
"Annual Change (Weekly Earnings)","2020","85th percentile","30 - 39 years","%","4.8"
"Annual Change (Weekly Earnings)","2020","85th percentile","40 - 49 years","%","3.6"
"Annual Change (Weekly Earnings)","2020","85th percentile","50 - 59 years","%","4"
"Annual Change (Weekly Earnings)","2020","85th percentile","60 years and over","%","5.3"
"Annual Change (Weekly Earnings)","2020","90th percentile","15 - 24 years","%","6.4"
"Annual Change (Weekly Earnings)","2020","90th percentile","15 years and over","%","5.3"
"Annual Change (Weekly Earnings)","2020","90th percentile","25 - 29 years","%","5.7"
"Annual Change (Weekly Earnings)","2020","90th percentile","30 - 39 years","%","5.4"
"Annual Change (Weekly Earnings)","2020","90th percentile","40 - 49 years","%","3.5"
"Annual Change (Weekly Earnings)","2020","90th percentile","50 - 59 years","%","3.2"
"Annual Change (Weekly Earnings)","2020","90th percentile","60 years and over","%","5.8"
"Annual Change (Weekly Earnings)","2020","95th percentile","15 - 24 years","%","6.2"
"Annual Change (Weekly Earnings)","2020","95th percentile","15 years and over","%","5.8"
"Annual Change (Weekly Earnings)","2020","95th percentile","25 - 29 years","%","6.5"
"Annual Change (Weekly Earnings)","2020","95th percentile","30 - 39 years","%","6.9"
"Annual Change (Weekly Earnings)","2020","95th percentile","40 - 49 years","%","3.9"
"Annual Change (Weekly Earnings)","2020","95th percentile","50 - 59 years","%","4.9"
"Annual Change (Weekly Earnings)","2020","95th percentile","60 years and over","%","5.4"
"Annual Change (Weekly Earnings)","2021","5th percentile","15 - 24 years","%","0.5"
"Annual Change (Weekly Earnings)","2021","5th percentile","15 years and over","%","-0.2"
"Annual Change (Weekly Earnings)","2021","5th percentile","25 - 29 years","%","1.8"
"Annual Change (Weekly Earnings)","2021","5th percentile","30 - 39 years","%","2"
"Annual Change (Weekly Earnings)","2021","5th percentile","40 - 49 years","%","0"
"Annual Change (Weekly Earnings)","2021","5th percentile","50 - 59 years","%","3.3"
"Annual Change (Weekly Earnings)","2021","5th percentile","60 years and over","%","6.3"
"Annual Change (Weekly Earnings)","2021","10th percentile","15 - 24 years","%","-0.4"
"Annual Change (Weekly Earnings)","2021","10th percentile","15 years and over","%","-1.2"
"Annual Change (Weekly Earnings)","2021","10th percentile","25 - 29 years","%","5.9"
"Annual Change (Weekly Earnings)","2021","10th percentile","30 - 39 years","%","3.8"
"Annual Change (Weekly Earnings)","2021","10th percentile","40 - 49 years","%","3"
"Annual Change (Weekly Earnings)","2021","10th percentile","50 - 59 years","%","2.9"
"Annual Change (Weekly Earnings)","2021","10th percentile","60 years and over","%","5.2"
"Annual Change (Weekly Earnings)","2021","15th percentile","15 - 24 years","%","-1.2"
"Annual Change (Weekly Earnings)","2021","15th percentile","15 years and over","%","-0.7"
"Annual Change (Weekly Earnings)","2021","15th percentile","25 - 29 years","%","7.1"
"Annual Change (Weekly Earnings)","2021","15th percentile","30 - 39 years","%","4.8"
"Annual Change (Weekly Earnings)","2021","15th percentile","40 - 49 years","%","4.3"
"Annual Change (Weekly Earnings)","2021","15th percentile","50 - 59 years","%","3.7"
"Annual Change (Weekly Earnings)","2021","15th percentile","60 years and over","%","0"
"Annual Change (Weekly Earnings)","2021","20th percentile","15 - 24 years","%","-1.4"
"Annual Change (Weekly Earnings)","2021","20th percentile","15 years and over","%","0.7"
"Annual Change (Weekly Earnings)","2021","20th percentile","25 - 29 years","%","6.5"
"Annual Change (Weekly Earnings)","2021","20th percentile","30 - 39 years","%","4.7"
"Annual Change (Weekly Earnings)","2021","20th percentile","40 - 49 years","%","4.4"
"Annual Change (Weekly Earnings)","2021","20th percentile","50 - 59 years","%","4.2"
"Annual Change (Weekly Earnings)","2021","20th percentile","60 years and over","%","4.7"
"Annual Change (Weekly Earnings)","2021","25th percentile","15 - 24 years","%","-1.8"
"Annual Change (Weekly Earnings)","2021","25th percentile","15 years and over","%","1.8"
"Annual Change (Weekly Earnings)","2021","25th percentile","25 - 29 years","%","5.9"
"Annual Change (Weekly Earnings)","2021","25th percentile","30 - 39 years","%","4.4"
"Annual Change (Weekly Earnings)","2021","25th percentile","40 - 49 years","%","4.4"
"Annual Change (Weekly Earnings)","2021","25th percentile","50 - 59 years","%","4.2"
"Annual Change (Weekly Earnings)","2021","25th percentile","60 years and over","%","4.6"
"Annual Change (Weekly Earnings)","2021","30th percentile","15 - 24 years","%","-1.9"
"Annual Change (Weekly Earnings)","2021","30th percentile","15 years and over","%","2.1"
"Annual Change (Weekly Earnings)","2021","30th percentile","25 - 29 years","%","5.3"
"Annual Change (Weekly Earnings)","2021","30th percentile","30 - 39 years","%","4.5"
"Annual Change (Weekly Earnings)","2021","30th percentile","40 - 49 years","%","4.6"
"Annual Change (Weekly Earnings)","2021","30th percentile","50 - 59 years","%","4.1"
"Annual Change (Weekly Earnings)","2021","30th percentile","60 years and over","%","4"
"Annual Change (Weekly Earnings)","2021","35th percentile","15 - 24 years","%","-2"
"Annual Change (Weekly Earnings)","2021","35th percentile","15 years and over","%","2.1"
"Annual Change (Weekly Earnings)","2021","35th percentile","25 - 29 years","%","5"
"Annual Change (Weekly Earnings)","2021","35th percentile","30 - 39 years","%","4.3"
"Annual Change (Weekly Earnings)","2021","35th percentile","40 - 49 years","%","4.2"
"Annual Change (Weekly Earnings)","2021","35th percentile","50 - 59 years","%","4.2"
"Annual Change (Weekly Earnings)","2021","35th percentile","60 years and over","%","5.4"
"Annual Change (Weekly Earnings)","2021","40th percentile","15 - 24 years","%","-2"
"Annual Change (Weekly Earnings)","2021","40th percentile","15 years and over","%","2.3"
"Annual Change (Weekly Earnings)","2021","40th percentile","25 - 29 years","%","4.9"
"Annual Change (Weekly Earnings)","2021","40th percentile","30 - 39 years","%","4.3"
"Annual Change (Weekly Earnings)","2021","40th percentile","40 - 49 years","%","4.3"
"Annual Change (Weekly Earnings)","2021","40th percentile","50 - 59 years","%","3.7"
"Annual Change (Weekly Earnings)","2021","40th percentile","60 years and over","%","4.6"
"Annual Change (Weekly Earnings)","2021","45th percentile","15 - 24 years","%","-1.7"
"Annual Change (Weekly Earnings)","2021","45th percentile","15 years and over","%","2.4"
"Annual Change (Weekly Earnings)","2021","45th percentile","25 - 29 years","%","4.8"
"Annual Change (Weekly Earnings)","2021","45th percentile","30 - 39 years","%","4.2"
"Annual Change (Weekly Earnings)","2021","45th percentile","40 - 49 years","%","4.1"
"Annual Change (Weekly Earnings)","2021","45th percentile","50 - 59 years","%","3.6"
"Annual Change (Weekly Earnings)","2021","45th percentile","60 years and over","%","4.5"
"Annual Change (Weekly Earnings)","2021","50th percentile","15 - 24 years","%","-1.2"
"Annual Change (Weekly Earnings)","2021","50th percentile","15 years and over","%","2.4"
"Annual Change (Weekly Earnings)","2021","50th percentile","25 - 29 years","%","4.7"
"Annual Change (Weekly Earnings)","2021","50th percentile","30 - 39 years","%","4.2"
"Annual Change (Weekly Earnings)","2021","50th percentile","40 - 49 years","%","3.3"
"Annual Change (Weekly Earnings)","2021","50th percentile","50 - 59 years","%","3.6"
"Annual Change (Weekly Earnings)","2021","50th percentile","60 years and over","%","4.4"
"Annual Change (Weekly Earnings)","2021","55th percentile","15 - 24 years","%","-0.4"
"Annual Change (Weekly Earnings)","2021","55th percentile","15 years and over","%","2.4"
"Annual Change (Weekly Earnings)","2021","55th percentile","25 - 29 years","%","4.6"
"Annual Change (Weekly Earnings)","2021","55th percentile","30 - 39 years","%","3.7"
"Annual Change (Weekly Earnings)","2021","55th percentile","40 - 49 years","%","3.8"
"Annual Change (Weekly Earnings)","2021","55th percentile","50 - 59 years","%","2.6"
"Annual Change (Weekly Earnings)","2021","55th percentile","60 years and over","%","3.6"
"Annual Change (Weekly Earnings)","2021","60th percentile","15 - 24 years","%","0.2"
"Annual Change (Weekly Earnings)","2021","60th percentile","15 years and over","%","2.2"
"Annual Change (Weekly Earnings)","2021","60th percentile","25 - 29 years","%","4.3"
"Annual Change (Weekly Earnings)","2021","60th percentile","30 - 39 years","%","3.6"
"Annual Change (Weekly Earnings)","2021","60th percentile","40 - 49 years","%","3.6"
"Annual Change (Weekly Earnings)","2021","60th percentile","50 - 59 years","%","3.4"
"Annual Change (Weekly Earnings)","2021","60th percentile","60 years and over","%","3.2"
"Annual Change (Weekly Earnings)","2021","65th percentile","15 - 24 years","%","0.5"
"Annual Change (Weekly Earnings)","2021","65th percentile","15 years and over","%","2.2"
"Annual Change (Weekly Earnings)","2021","65th percentile","25 - 29 years","%","4.1"
"Annual Change (Weekly Earnings)","2021","65th percentile","30 - 39 years","%","3.5"
"Annual Change (Weekly Earnings)","2021","65th percentile","40 - 49 years","%","3.4"
"Annual Change (Weekly Earnings)","2021","65th percentile","50 - 59 years","%","3.4"
"Annual Change (Weekly Earnings)","2021","65th percentile","60 years and over","%","2.8"
"Annual Change (Weekly Earnings)","2021","70th percentile","15 - 24 years","%","0.6"
"Annual Change (Weekly Earnings)","2021","70th percentile","15 years and over","%","2.2"
"Annual Change (Weekly Earnings)","2021","70th percentile","25 - 29 years","%","3.7"
"Annual Change (Weekly Earnings)","2021","70th percentile","30 - 39 years","%","3.1"
"Annual Change (Weekly Earnings)","2021","70th percentile","40 - 49 years","%","3.4"
"Annual Change (Weekly Earnings)","2021","70th percentile","50 - 59 years","%","3.4"
"Annual Change (Weekly Earnings)","2021","70th percentile","60 years and over","%","2.6"
"Annual Change (Weekly Earnings)","2021","75th percentile","15 - 24 years","%","0.3"
"Annual Change (Weekly Earnings)","2021","75th percentile","15 years and over","%","2.1"
"Annual Change (Weekly Earnings)","2021","75th percentile","25 - 29 years","%","3"
"Annual Change (Weekly Earnings)","2021","75th percentile","30 - 39 years","%","3.2"
"Annual Change (Weekly Earnings)","2021","75th percentile","40 - 49 years","%","2.8"
"Annual Change (Weekly Earnings)","2021","75th percentile","50 - 59 years","%","3.1"
"Annual Change (Weekly Earnings)","2021","75th percentile","60 years and over","%","2.5"
"Annual Change (Weekly Earnings)","2021","80th percentile","15 - 24 years","%","-0.5"
"Annual Change (Weekly Earnings)","2021","80th percentile","15 years and over","%","2.2"
"Annual Change (Weekly Earnings)","2021","80th percentile","25 - 29 years","%","3.4"
"Annual Change (Weekly Earnings)","2021","80th percentile","30 - 39 years","%","3.1"
"Annual Change (Weekly Earnings)","2021","80th percentile","40 - 49 years","%","2.7"
"Annual Change (Weekly Earnings)","2021","80th percentile","50 - 59 years","%","2.7"
"Annual Change (Weekly Earnings)","2021","80th percentile","60 years and over","%","2.4"
"Annual Change (Weekly Earnings)","2021","85th percentile","15 - 24 years","%","-0.3"
"Annual Change (Weekly Earnings)","2021","85th percentile","15 years and over","%","2.1"
"Annual Change (Weekly Earnings)","2021","85th percentile","25 - 29 years","%","3.8"
"Annual Change (Weekly Earnings)","2021","85th percentile","30 - 39 years","%","3.7"
"Annual Change (Weekly Earnings)","2021","85th percentile","40 - 49 years","%","2.9"
"Annual Change (Weekly Earnings)","2021","85th percentile","50 - 59 years","%","2.8"
"Annual Change (Weekly Earnings)","2021","85th percentile","60 years and over","%","2.2"
"Annual Change (Weekly Earnings)","2021","90th percentile","15 - 24 years","%","-0.3"
"Annual Change (Weekly Earnings)","2021","90th percentile","15 years and over","%","2.5"
"Annual Change (Weekly Earnings)","2021","90th percentile","25 - 29 years","%","4.2"
"Annual Change (Weekly Earnings)","2021","90th percentile","30 - 39 years","%","4.2"
"Annual Change (Weekly Earnings)","2021","90th percentile","40 - 49 years","%","3.3"
"Annual Change (Weekly Earnings)","2021","90th percentile","50 - 59 years","%","3.2"
"Annual Change (Weekly Earnings)","2021","90th percentile","60 years and over","%","1.9"
"Annual Change (Weekly Earnings)","2021","95th percentile","15 - 24 years","%","0.3"
"Annual Change (Weekly Earnings)","2021","95th percentile","15 years and over","%","3.2"
